ID;IDENTITE;DATE NAISSANCE;LIEU NAISSANCE;URL;
nm0500610;David Leitch;November 16 1975 ;;/name/nm0500610/?ref_=tt_ov_dr;
nm1887480;Aaron Nee;;;/name/nm1887480/?ref_=tt_ov_dr;
nm1519639;Adam Nee;July 19 ;New Orleans, Louisiana, USA ;/name/nm1519639/?ref_=tt_ov_dr;
nm0240211;Ivan Dudynsky;November 20 1970 ;Minneapolis, Minnesota, USA ;/name/nm0240211/?ref_=tt_ov_dr;
nm0336695;James Gray;April 14 1969 ;New York City, New York, USA ;/name/nm0336695/?ref_=tt_ov_dr;
nm0000233;Quentin Tarantino;March 27 1963 ;Knoxville, Tennessee, USA ;/name/nm0000233/?ref_=tt_ov_dr;
nm2391575;David Michôd;;;/name/nm2391575/?ref_=tt_ov_dr;
nm0000709;Robert Zemeckis;May 14 1952 ;Chicago, Illinois, USA ;/name/nm0000709/?ref_=tt_ov_dr;
nm0570912;Adam McKay;April 17 1968 ;Philadelphia, Pennsylvania, USA ;/name/nm0570912/?ref_=tt_ov_dr;
nm0001401;Angelina Jolie;June 4 1975 ;Los Angeles, California, USA ;/name/nm0001401/?ref_=tt_ov_dr;
nm0043742;David Ayer;January 18 1968 ;Champaign, Illinois, USA ;/name/nm0043742/?ref_=tt_ov_dr;
nm0000095;Woody Allen;November 30 1935 ;Bronx, New York City, New York, USA ;/name/nm0000095/?ref_=tt_ov_wr;
nm0000095;Woody Allen;November 30 1935 ;Bronx, New York City, New York, USA ;/name/nm0000095/?ref_=tt_ov_dr;
nm0001806;John Turturro;February 28 1957 ;Brooklyn, New York City, New York, USA ;/name/nm0001806/?ref_=tt_ov_dr;
nm1523943;Sophie Lellouche;;;/name/nm1523943/?ref_=tt_ov_dr;
nm0002520;Jeff Mazzola;;;/name/nm0002520/?ref_=tt_ov_dr;
nm0039468;Peter Askin;1940 ;;/name/nm0039468/?ref_=tt_ov_dr;
nm0569790;Douglas McGrath;February 12 1958 ;Midland, Texas, USA ;/name/nm0569790/?ref_=tt_ov_dr;
nm0286975;Marc Forster;November 30 1969 ;Illertissen, Bavaria, Germany ;/name/nm0286975/?ref_=tt_ov_dr;
nm0178376;Scott Cooper;April 20 1970 ;Abingdon, Virginia, USA ;/name/nm0178376/?ref_=tt_ov_dr;
nm4570900;Daniel Ojari;;;/name/nm4570900/?ref_=tt_ov_dr;
nm3170529;Michael Please;;;/name/nm3170529/?ref_=tt_ov_dr;
nm0396994;Ivo van Hove;1958 ;Heist-op-den-Berg, Flanders, Belgium ;/name/nm0396994/?ref_=tt_ov_dr;
nm0926911;Nick Wickham;;;/name/nm0926911/?ref_=tt_ov_dr;
nm1177494;David Wnendt;1977 ;Gelsenkirchen, North Rhine-Westphalia, Germany ;/name/nm1177494/?ref_=tt_ov_dr;
nm1435316;Ryan Eslinger;1981 ;Alton, Illinois, USA ;/name/nm1435316/?ref_=tt_ov_dr;
nm2573005;Susanna Fogel;October 8 1980 ;Providence, Rhode Island, USA ;/name/nm2573005/?ref_=tt_ov_dr;
nm0660707;Gilles Paquet-Brenner;September 14 1974 ;Paris, France ;/name/nm0660707/?ref_=tt_ov_dr;
nm0149446;Gurinder Chadha;January 10 1960 ;Nairobi, Kenya ;/name/nm0149446/?ref_=tt_ov_dr;
nm10300151;Jimmy Giannopoulos;;;/name/nm10300151/?ref_=tt_ov_dr;
nm3743617;Philippe Lacheau;June 25 1980 ;Fontenay-sous-Bois, Val-de-Marne, France ;/name/nm3743617/?ref_=tt_ov_dr;
nm9228281;Alex Israel;;;/name/nm9228281/?ref_=tt_ov_dr;
nm1164861;Seth Gordon;;;/name/nm1164861/?ref_=tt_ov_dr;
nm0290556;James Franco;April 19 1978 ;Palo Alto, California, USA ;/name/nm0290556/?ref_=tt_ov_dr;
nm2408871;Pamela Romanowsky;;;/name/nm2408871/?ref_=tt_ov_dr;
nm0157828;Frank Chindamo;;;/name/nm0157828/?ref_=tt_ov_wr;
nm1274427;Jennifer Vally;March 28 1957 ;Hartford, Connecticut, USA ;/name/nm1274427/?ref_=tt_ov_wr;
nm2692695;Julien Doré;July 7 1982 ;Alès, Gard, France ;/name/nm2692695/?ref_=tt_ov_dr;
nm10599895;Brice Vdh;;;/name/nm10599895/?ref_=tt_ov_dr;
nm0514879;Nadia Litz;December 26 ;Winnipeg, Manitoba, Canada ;/name/nm0514879/?ref_=tt_ov_dr;
nm3078571;Luke Gilford;;;/name/nm3078571/?ref_=tt_ov_dr;
nm3550361;Sarik Andreasyan;August 24 1984 ;Yerevan, Armenian SSR, USSR [now Armenia] ;/name/nm3550361/?ref_=tt_ov_dr;
nm1803279;Natalie Johns;;;/name/nm1803279/?ref_=tt_ov_dr;
nm1275670;Jeremy Garelick;November 30 1975 ;New York City, New York, USA ;/name/nm1275670/?ref_=tt_ov_dr;
nm1760830;Kyle Newacheck;January 23 1984 ;Walnut Creek, California, USA ;/name/nm1760830/?ref_=tt_ov_dr;
nm0281945;Anne Fletcher;May 1 1966 ;Detroit, Michigan, USA ;/name/nm0281945/?ref_=tt_ov_dr;
nm0009190;J.J. Abrams;June 27 1966 ;New York City, New York, USA ;/name/nm0009190/?ref_=tt_ov_dr;
nm1633043;Alexandre Moors;1972 ;Suresnes, France ;/name/nm1633043/?ref_=tt_ov_dr;
nm0330347;Josh Gordon;;;/name/nm0330347/?ref_=tt_ov_dr;
nm0817447;Will Speck;;;/name/nm0817447/?ref_=tt_ov_dr;
nm0831557;Nicholas Stoller;March 19 1976 ;;/name/nm0831557/?ref_=tt_ov_dr;
nm0842339;Doug Sweetland;;;/name/nm0842339/?ref_=tt_ov_dr;
nm0005190;Garry Marshall;November 13 1934 ;The Bronx, New York City, New York, USA ;/name/nm0005190/?ref_=tt_ov_dr;
nm1890845;Sean Anders;;;/name/nm1890845/?ref_=tt_ov_dr;
nm1400426;Daniel Barnz;;;/name/nm1400426/?ref_=tt_ov_dr;
nm1633080;Daniel Schechter;;;/name/nm1633080/?ref_=tt_ov_dr;
nm0000099;Patricia Arquette;April 8 1968 ;Chicago, Illinois, USA ;/name/nm0000099/?ref_=tt_ov_dr;
nm0161330;Cindy Chupack;;;/name/nm0161330/?ref_=tt_ov_dr;
nm2155757;Josh Cooley;;;/name/nm2155757/?ref_=tt_ov_dr;
nm0123353;Colette Burson;;;/name/nm0123353/?ref_=tt_ov_dr;
nm0762191;Nick Sandow;August 3 1966 ;The Bronx, New York City, New York, USA ;/name/nm0762191/?ref_=tt_ov_dr;
nm4311206;Elaine Constantine;;;/name/nm4311206/?ref_=tt_ov_dr;
nm2718527;Michael Jurkovac;;;/name/nm2718527/?ref_=tt_ov_dr;
nm0000100;Rowan Atkinson;January 6 1955 ;Consett, County Durham, England, UK ;/name/nm0000100/?ref_=tt_ov_st;
nm2517301;Isaac Rentz;;;/name/nm2517301/?ref_=tt_ov_dr;
nm1256143;David Kerr;September 3 1967 ;Belfast, Northern Ireland, UK ;/name/nm1256143/?ref_=tt_ov_dr;
nm0193485;Richard Curtis;November 8 1956 ;Wellington, New Zealand ;/name/nm0193485/?ref_=tt_ov_dr;
nm1475971;Mat Whitecross;September 21 1977 ;Oxford, Oxfordshire, England, UK ;/name/nm1475971/?ref_=tt_ov_dr;
nm8706781;Li Jiqiang;;;/name/nm8706781/?ref_=tt_ov_dr;
nm0193485;Richard Curtis;November 8 1956 ;Wellington, New Zealand ;/name/nm0193485/?ref_=tt_ov_wr;
nm0000965;Danny Boyle;October 20 1956 ;Radcliffe, Greater Manchester, England, UK ;/name/nm0000965/?ref_=tt_ov_dr;
nm0662529;Oliver Parker;September 6 1960 ;London, England, UK ;/name/nm0662529/?ref_=tt_ov_dr;
nm0503259;Peter Lepeniotis;December 3 1965 ;Canada ;/name/nm0503259/?ref_=tt_ov_dr;
nm0000101;Dan Aykroyd;July 1 1952 ;Ottawa, Ontario, Canada ;/name/nm0000101/?ref_=tt_ov_wr;
nm0000601;Harold Ramis;November 21 1944 ;Chicago, Illinois, USA ;/name/nm0000601/?ref_=tt_ov_wr;
nm6038984;Elyse Willems;;;/name/nm6038984/?ref_=tt_ov_wr;
nm0718646;Jason Reitman;October 19 1977 ;Montreal, Quebec, Canada ;/name/nm0718646/?ref_=tt_ov_dr;
nm9477398;James Dixon;;;/name/nm9477398/?ref_=tt_ov_dr;
nm0082450;Paul Feig;September 17 1962 ;Mount Clemens, Michigan, USA ;/name/nm0082450/?ref_=tt_ov_dr;
nm0000101;Dan Aykroyd;July 1 1952 ;Ottawa, Ontario, Canada ;/name/nm0000101/?ref_=tt_ov_st;
nm0004852;Jane Curtin;September 6 1947 ;Cambridge, Massachusetts, USA ;/name/nm0004852/?ref_=tt_ov_st;
nm2663618;Yasmine Abbasakoor;;;/name/nm2663618/?ref_=tt_ov_wr;
nm1480681;Karey Billyard;;;/name/nm1480681/?ref_=tt_ov_wr;
nm9248651;David C. Evans;;;/name/nm9248651/?ref_=tt_ov_wr;
nm0853238;Tate Taylor;June 3 1969 ;Jackson, Mississippi, USA ;/name/nm0853238/?ref_=tt_ov_dr;
nm1229520;Ben Falcone;August 25 1973 ;Carbondale, Illinois, USA ;/name/nm1229520/?ref_=tt_ov_dr;
nm3708936;Alexandre Carrière;;;/name/nm3708936/?ref_=tt_ov_dr;
nm1322753;Sam Esmail;September 17 1977 ;Hoboken, New Jersey, USA ;/name/nm1322753/?ref_=tt_ov_dr;
nm0086301;Macon Blair;November 14 1974 ;Alexandria, Virginia, USA ;/name/nm0086301/?ref_=tt_ov_dr;
nm0348181;James Gunn;August 5 1966 ;St. Louis, Missouri, USA ;/name/nm0348181/?ref_=tt_ov_dr;
nm1017470;Andrew Baird;March 18 1976 ;Dublin, Ireland ;/name/nm1017470/?ref_=tt_ov_dr;
nm0517589;John Logan;September 24 1961 ;Chicago, Illinois, USA ;/name/nm0517589/?ref_=tt_ov_dr;
nm0001718;Kyra Sedgwick;August 19 1965 ;New York City, New York, USA ;/name/nm0001718/?ref_=tt_ov_dr;
nm0658409;P.J. Palmer;;;/name/nm0658409/?ref_=tt_ov_dr;
nm0462895;David Koepp;June 9 1963 ;Pewaukee, Wisconsin, USA ;/name/nm0462895/?ref_=tt_ov_dr;
nm2338672;Stacy Wall;;;/name/nm2338672/?ref_=tt_ov_dr;
nm0622112;Vincenzo Natali;January 6 1969 ;Detroit, Michigan, USA ;/name/nm0622112/?ref_=tt_ov_dr;
nm0000102;Kevin Bacon;July 8 1958 ;Philadelphia, Pennsylvania, USA ;/name/nm0000102/?ref_=tt_ov_dr;
nm2021516;Jake Szymanski;November 27 1981 ;Milwaukee, Wisconsin, USA ;/name/nm2021516/?ref_=tt_ov_dr;
nm1830380;Zoe Lister-Jones;September 1 1982 ;New York City, New York, USA ;/name/nm1830380/?ref_=tt_ov_dr;
nm0643423;Orson Oblowitz;;;/name/nm0643423/?ref_=tt_ov_dr;
nm0359428;Sam Hancock;;;/name/nm0359428/?ref_=tt_ov_dr;
nm2038876;Danny Buday;February 8 1977 ;Columbia, South Carolina, USA ;/name/nm2038876/?ref_=tt_ov_dr;
nm1161467;Christopher Glatis;;;/name/nm1161467/?ref_=tt_ov_dr;
nm1502072;Cam Archer;;;/name/nm1502072/?ref_=tt_ov_dr;
nm0001348;Werner Herzog;September 5 1942 ;Munich, Bavaria, Germany ;/name/nm0001348/?ref_=tt_ov_dr;
nm1275939;Melanie Orr;;;/name/nm1275939/?ref_=tt_ov_dr;
nm1909266;Darren Grodsky;May 19 1979 ;St. Louis, Missouri, USA ;/name/nm1909266/?ref_=tt_ov_dr;
nm1676581;Danny Jacobs;March 10 ;St. Louis, Missouri, USA ;/name/nm1676581/?ref_=tt_ov_dr;
nm0000915;Bruce Beresford;August 16 1940 ;Sydney, New South Wales, Australia ;/name/nm0000915/?ref_=tt_ov_dr;
nm2946490;Adam Anders;;;/name/nm2946490/?ref_=tt_ov_dr;
nm0003506;James Mangold;December 16 1963 ;New York City, New York, USA ;/name/nm0003506/?ref_=tt_ov_dr;
nm3150455;Joel Crawford;;;/name/nm3150455/?ref_=tt_ov_dr;
nm2591093;Januel Mercado;November 23 1984 ;Stockton, California, USA ;/name/nm2591093/?ref_=tt_ov_dr;
nm5827815;Richard Hughes;;;/name/nm5827815/?ref_=tt_ov_dr;
nm0444870;Jon Keeyes;April 5 1969 ;Fullerton, California, USA ;/name/nm0444870/?ref_=tt_ov_dr;
nm0281508;Ruben Fleischer;October 31 1974 ;Washington, District of Columbia, USA ;/name/nm0281508/?ref_=tt_ov_dr;
nm1286935;Mariano Cohn;December 1 1975 ;Villa Ballester, Pcia. Buenos Aires, Argentina ;/name/nm1286935/?ref_=tt_ov_dr;
nm1287124;Gastón Duprat;December 8 1969 ;Bahía Blanca, Buenos Aires, Argentina ;/name/nm1287124/?ref_=tt_ov_dr;
nm0400850;Patrick Hughes;;;/name/nm0400850/?ref_=tt_ov_dr;
nm0300866;Stephen Gaghan;May 6 1965 ;Louisville, Kentucky, USA ;/name/nm0300866/?ref_=tt_ov_dr;
nm1890673;Pablo Motos;August 31 1965 ;Requena, Valencia, Spain ;/name/nm1890673/?ref_=tt_ov_dr;
nm1137950;Jorge Salvador;;;/name/nm1137950/?ref_=tt_ov_dr;
nm0000264;Pedro Almodóvar;September 25 1949 ;Calzada de Calatrava, Ciudad Real, Castilla-La Mancha, Spain ;/name/nm0000264/?ref_=tt_ov_dr;
nm1557594;Dan Fogelman;February 19 1976 ;River Vale, Bergen County, New Jersey, USA ;/name/nm1557594/?ref_=tt_ov_dr;
nm7204868;Aleksandr Boguslavskiy;;;/name/nm7204868/?ref_=tt_ov_dr;
nm4209533;Francesco Cinquemani;;;/name/nm4209533/?ref_=tt_ov_dr;
nm7052672;Bryan Intihar;;;/name/nm7052672/?ref_=tt_ov_dr;
nm10115435;Ryan Smith;;;/name/nm10115435/?ref_=tt_ov_dr;
nm1937470;Todd Howard;October 6 1970 ;Lower Macungie Township, Pennsylvania, USA ;/name/nm1937470/?ref_=tt_ov_dr;
nm3285470;Tyler Savage;;;/name/nm3285470/?ref_=tt_ov_dr;
nm7163402;Michelle Bossy;;;/name/nm7163402/?ref_=tt_ov_dr;
nm4899218;Justin Lee;;;/name/nm4899218/?ref_=tt_ov_dr;
nm1713427;Michael LaBash;;;/name/nm1713427/?ref_=tt_ov_dr;
nm1603187;John C. Lyons;April 20 1977 ;Erie, Pennsylvania, USA ;/name/nm1603187/?ref_=tt_ov_dr;
nm1580178;Dorota Swies;September 19 1976 ;Lublin, Lubelskie, Poland ;/name/nm1580178/?ref_=tt_ov_dr;
nm0101453;Andrew Bowser;June 25 1982 ;Bowie, Maryland, USA ;/name/nm0101453/?ref_=tt_ov_dr;
nm4039062;David McAbee;;;/name/nm4039062/?ref_=tt_ov_dr;
nm0791296;Angela Shelton;December 5 1972 ;Asheville, North Carolina, USA ;/name/nm0791296/?ref_=tt_ov_dr;
nm5288323;Josh Ricks;;;/name/nm5288323/?ref_=tt_ov_dr;
nm2366012;Matt Bettinelli-Olpin;February 19 1978 ;Oakland, California, USA ;/name/nm2366012/?ref_=tt_ov_dr;
nm2419470;Tyler Gillett;March 6 1982 ;Flagstaff, Arizona, USA ;/name/nm2419470/?ref_=tt_ov_dr;
nm0005116;Mary Lambert;1951 ;Helena, Arkansas, USA ;/name/nm0005116/?ref_=tt_ov_dr;
nm0044803;Jamie Babbit;November 16 1970 ;Shaker Heights, Ohio, USA ;/name/nm0044803/?ref_=tt_ov_dr;
nm3871585;Nabil Elderkin;;;/name/nm3871585/?ref_=tt_ov_dr;
nm0362566;Catherine Hardwicke;October 21 1955 ;Cameron, Texas, USA ;/name/nm0362566/?ref_=tt_ov_dr;
nm0178997;Frank Coraci;February 3 1966 ;Shirley, New York, USA ;/name/nm0178997/?ref_=tt_ov_dr;
nm0477129;Ken Kwapis;August 17 1957 ;Belleville, Illinois, USA ;/name/nm0477129/?ref_=tt_ov_dr;
nm1654861;Kerby Joe Grubb;;;/name/nm1654861/?ref_=tt_ov_dr;
nm4217706;Michael Mankowski;;;/name/nm4217706/?ref_=tt_ov_dr;
nm0001226;James Foley;December 28 1953 ;Brooklyn, New York City, New York, USA ;/name/nm0001226/?ref_=tt_ov_dr;
nm0000948;Shane Black;December 16 1961 ;Pittsburgh, Pennsylvania, USA ;/name/nm0000948/?ref_=tt_ov_dr;
nm0605186;Anders Morgenthaler;December 5 1972 ;Copenhagen, Denmark ;/name/nm0605186/?ref_=tt_ov_dr;
nm3465831;Charles-Olivier Michaud;November 11 1979 ;Quebec City, Quebec, Canada ;/name/nm3465831/?ref_=tt_ov_dr;
nm0781842;Peter Segal;1962 ;;/name/nm0781842/?ref_=tt_ov_dr;
nm0353673;Paul Haggis;March 10 1953 ;London, Ontario, Canada ;/name/nm0353673/?ref_=tt_ov_dr;
nm1922660;Jeta Amata;;;/name/nm1922660/?ref_=tt_ov_dr;
nm0824882;Burr Steers;October 8 1965 ;USA ;/name/nm0824882/?ref_=tt_ov_dr;
nm0429963;Gregor Jordan;1966 ;Sale, Victoria, Australia ;/name/nm0429963/?ref_=tt_ov_dr;
nm1848205;Susan Montford;;Scotland, UK ;/name/nm1848205/?ref_=tt_ov_dr;
nm0037247;Guillermo Arriaga;March 13 1958 ;Mexico City, Distrito Federal, Mexico ;/name/nm0037247/?ref_=tt_ov_dr;
nm0213100;William Dear;November 30 1944 ;Toronto, Ontario, Canada ;/name/nm0213100/?ref_=tt_ov_dr;
nm0777209;Douglas Schwartz;;;/name/nm0777209/?ref_=tt_ov_dr;
nm0096332;Mauro Borrelli;;;/name/nm0096332/?ref_=tt_ov_dr;
nm0764776;Deran Sarafian;January 17 ;Los Angeles, California, USA ;/name/nm0764776/?ref_=tt_ov_dr;
nm0831546;Bryan Michael Stoller;1960 ;Peterborough, Ontario, Canada ;/name/nm0831546/?ref_=tt_ov_dr;
nm0070474;Jack Bender;September 25 1949 ;USA ;/name/nm0070474/?ref_=tt_ov_dr;
nm0001878;David Zucker;October 16 1947 ;Milwaukee, Wisconsin, USA ;/name/nm0001878/?ref_=tt_ov_dr;
nm0371462;Gregory C. Haynes;October 16 1968 ;Bethel, Alaska, USA ;/name/nm0371462/?ref_=tt_ov_dr;
nm0634240;Christopher Nolan;July 30 1970 ;London, England, UK ;/name/nm0634240/?ref_=tt_ov_dr;
nm1639292;Theodore Ty;;;/name/nm1639292/?ref_=tt_ov_dr;
nm1552771;Laurent Zeitoun;;;/name/nm1552771/?ref_=tt_ov_dr;
nm11440614;Jack Bardoe;;;/name/nm11440614/?ref_=tt_ov_st;
nm0000110;Kenneth Branagh;December 10 1960 ;Belfast, Northern Ireland, UK ;/name/nm0000110/?ref_=tt_ov_st;
nm11026855;Sarah Eve;;;/name/nm11026855/?ref_=tt_ov_st;
nm0751577;Anthony Russo;February 3 1970 ;Cleveland, Ohio, USA ;/name/nm0751577/?ref_=tt_ov_dr;
nm0751648;Joe Russo;July 8 1971 ;Cleveland, Ohio, USA ;/name/nm0751648/?ref_=tt_ov_dr;
nm0038936;Rob Ashford;;;/name/nm0038936/?ref_=tt_ov_dr;
nm0139081;Benjamin Caron;;;/name/nm0139081/?ref_=tt_ov_dr;
nm1088485;Sean Foley;November 21 1964 ;Cleethorpes, Lincolnshire, England, UK ;/name/nm1088485/?ref_=tt_ov_dr;
nm1969144;Gene Stupnitsky;August 26 1977 ;Kiev, Ukraine ;/name/nm1969144/?ref_=tt_ov_dr;
nm4724102;Nick Peet;;;/name/nm4724102/?ref_=tt_ov_dr;
nm2020359;Monty Whitebloom;;;/name/nm2020359/?ref_=tt_ov_dr;
nm2004866;Andy Delaney;;;/name/nm2004866/?ref_=tt_ov_dr;
nm0113477;Dylan Brown;;;/name/nm0113477/?ref_=tt_ov_dr;
nm4027837;Shawn Snyder;;;/name/nm4027837/?ref_=tt_ov_dr;
nm0255081;Scott Ellis;;;/name/nm0255081/?ref_=tt_ov_dr;
nm1541136;Alex Rudzinski;;;/name/nm1541136/?ref_=tt_ov_dr;
nm0516384;Terry Loane;;;/name/nm0516384/?ref_=tt_ov_dr;
nm0637518;Phillip Noyce;April 29 1950 ;Griffith, New South Wales, Australia ;/name/nm0637518/?ref_=tt_ov_dr;
nm2634746;Tyler Spindel;;;/name/nm2634746/?ref_=tt_ov_dr;
nm1429471;Jaume Collet-Serra;March 23 1974 ;Barcelona, Barcelona, Catalonia, Spain ;/name/nm1429471/?ref_=tt_ov_dr;
nm0573732;Sean McNamara;May 9 1962 ;Burbank, California, USA ;/name/nm0573732/?ref_=tt_ov_dr;
nm0134224;Kay Cannon;August 22 1974 ;Illinois, USA ;/name/nm0134224/?ref_=tt_ov_dr;
nm0497563;John Lee;;;/name/nm0497563/?ref_=tt_ov_dr;
nm0001317;Renny Harlin;March 15 1959 ;Riihimäki, Finland ;/name/nm0001317/?ref_=tt_ov_dr;
nm0124900;Eamonn Butler;;;/name/nm0124900/?ref_=tt_ov_dr;
nm0742125;Dave Rosenbaum;;;/name/nm0742125/?ref_=tt_ov_dr;
nm0229694;David Dobkin;June 23 1969 ;Washington, District of Columbia, USA ;/name/nm0229694/?ref_=tt_ov_dr;
nm1470993;Scott Mann;;;/name/nm1470993/?ref_=tt_ov_dr;
nm0662530;Ol Parker;June 2 1969 ;London, England, UK ;/name/nm0662530/?ref_=tt_ov_dr;
nm0375753;John Helms;;;/name/nm0375753/?ref_=tt_ov_dr;
nm1924367;Jamy Wheless;;;/name/nm1924367/?ref_=tt_ov_dr;
nm0435030;Simon Kaijser;;;/name/nm0435030/?ref_=tt_ov_dr;
nm3519173;Nora Fingscheidt;February 17 1983 ;Braunschweig, Lower Saxony, Germany ;/name/nm3519173/?ref_=tt_ov_dr;
nm0081540;Susanne Bier;April 15 1960 ;Copenhagen, Denmark ;/name/nm0081540/?ref_=tt_ov_dr;
nm0002657;Gary Ross;November 3 1956 ;Los Angeles, California, USA ;/name/nm0002657/?ref_=tt_ov_dr;
nm0337773;David Gordon Green;April 9 1975 ;Little Rock, Arkansas, USA ;/name/nm0337773/?ref_=tt_ov_dr;
nm0049633;Kyle Balda;March 9 1971 ;Tucson, Arizona, USA ;/name/nm0049633/?ref_=tt_ov_dr;
nm1853544;Pierre Coffin;March 15 1967 ;France ;/name/nm1853544/?ref_=tt_ov_dr;
nm0190861;Jonás Cuarón;1981 ;Mexico City, Distrito Federal, Mexico ;/name/nm0190861/?ref_=tt_ov_dr;
nm0190859;Alfonso Cuarón;November 28 1961 ;Mexico City, Distrito Federal, Mexico ;/name/nm0190859/?ref_=tt_ov_dr;
nm0197636;Stephen Daldry;May 2 1960 ;Dorset, England, UK ;/name/nm0197636/?ref_=tt_ov_dr;
nm0359387;John Lee Hancock;December 15 1956 ;Longview, Texas, USA ;/name/nm0359387/?ref_=tt_ov_dr;
nm1288766;Phil Traill;June 6 1973 ;New Jersey, USA ;/name/nm1288766/?ref_=tt_ov_dr;
nm0946327;Mennan Yapo;1966 ;Munich, Bavaria, Germany ;/name/nm0946327/?ref_=tt_ov_dr;
nm11149796;Stillz;;;/name/nm11149796/?ref_=tt_ov_dr;
nm0850774;Clay Tarver;;;/name/nm0850774/?ref_=tt_ov_dr;
nm0038432;Kelly Asbury;January 15 1960 ;Beaumont, Texas, USA ;/name/nm0038432/?ref_=tt_ov_dr;
nm6563385;Alex Heller;;;/name/nm6563385/?ref_=tt_ov_dr;
nm0238757;Derek Drymon;November 19 1968 ;Morristown, New Jersey, USA ;/name/nm0238757/?ref_=tt_ov_dr;
nm5844211;Jennifer Kluska;;;/name/nm5844211/?ref_=tt_ov_dr;
nm0109359;Steven Brill;May 27 1962 ;Utica, New York, USA ;/name/nm0109359/?ref_=tt_ov_dr;
nm0031976;Judd Apatow;December 6 1967 ;Syosset, New York, USA ;/name/nm0031976/?ref_=tt_ov_dr;
nm2303666;Tim Brown;;;/name/nm2303666/?ref_=tt_ov_dr;
nm5589501;Kristoffer Borgli;1985 ;Oslo, Norway ;/name/nm5589501/?ref_=tt_ov_dr;
nm2113089;Yuval Adler;April 15 ;Herzliya, Israel ;/name/nm2113089/?ref_=tt_ov_dr;
nm0615592;Andy Muschietti;August 26 1973 ;Buenos Aires, Federal District, Argentina ;/name/nm0615592/?ref_=tt_ov_dr;
nm0003021;Chris McKay;November 11 1973 ;Winter Park, Florida, USA ;/name/nm0003021/?ref_=tt_ov_dr;
nm0233078;Brett Donowho;February 14 ;USA ;/name/nm0233078/?ref_=tt_ov_dr;
nm2126907;Gabe Polsky;;;/name/nm2126907/?ref_=tt_ov_dr;
nm3230448;Tom Gormican;;;/name/nm3230448/?ref_=tt_ov_dr;
nm3968825;Michael Sarnoski;;;/name/nm3968825/?ref_=tt_ov_dr;
nm0507425;Kevin Lewis;;;/name/nm0507425/?ref_=tt_ov_dr;
nm0814469;Sion Sono;December 18 1961 ;Toyokawa, Aichi, Japan ;/name/nm0814469/?ref_=tt_ov_dr;
nm0517768;Dimitri Logothetis;;;/name/nm0517768/?ref_=tt_ov_dr;
nm0132120;Stephen S. Campanelli;;;/name/nm0132120/?ref_=tt_ov_dr;
nm0694249;Nick Powell;;;/name/nm0694249/?ref_=tt_ov_dr;
nm1682573;Justin Baldoni;January 24 1984 ;Los Angeles, California, USA ;/name/nm1682573/?ref_=tt_ov_dr;
nm1585729;Joey Klein;;;/name/nm1585729/?ref_=tt_ov_dr;
nm1098493;Rawson Marshall Thurber;February 9 1975 ;San Francisco, California, USA ;/name/nm1098493/?ref_=tt_ov_dr;
nm1457361;Anna Mastro;;;/name/nm1457361/?ref_=tt_ov_dr;
nm0350455;Stephen Gyllenhaal;October 4 1949 ;Cleveland, Ohio, USA ;/name/nm0350455/?ref_=tt_ov_dr;
nm2448824;Jennifer Liao;;;/name/nm2448824/?ref_=tt_ov_dr;
nm0151540;Jay Chandrasekhar;April 9 1968 ;Chicago, Illinois, USA ;/name/nm0151540/?ref_=tt_ov_dr;
nm0388594;Sean Hoessli;;;/name/nm0388594/?ref_=tt_ov_dr;
nm2846368;Sean Patrick O'Reilly;November 26 1974 ;Vancouver, Canada ;/name/nm2846368/?ref_=tt_ov_dr;
nm0004760;Jennifer Blanc-Biehn;April 21 1974 ;New York City, New York, USA ;/name/nm0004760/?ref_=tt_ov_dr;
nm0001092;Mark Dacascos;February 26 1964 ;Honolulu, Hawaii, USA ;/name/nm0001092/?ref_=tt_ov_dr;
nm7082627;Daniel Malakai Cabrera;;;/name/nm7082627/?ref_=tt_ov_dr;
nm3834108;Caine Sinclair;;;/name/nm3834108/?ref_=tt_ov_dr;
nm5049133;Pasqual Gutierrez;;;/name/nm5049133/?ref_=tt_ov_dr;
nm9527795;R.J. Sanchez;;;/name/nm9527795/?ref_=tt_ov_dr;
nm1733778;Jeff Fowler;July 27 1978 ;Normal, Illinois, USA ;/name/nm1733778/?ref_=tt_ov_dr;
nm3563777;Micah Bickham;;;/name/nm3563777/?ref_=tt_ov_dr;
nm3189793;Alexandros Avranas;;;/name/nm3189793/?ref_=tt_ov_dr;
nm3235877;Ana Lily Amirpour;July 25 ;Margate, Kent, England, UK ;/name/nm3235877/?ref_=tt_ov_dr;
nm0125803;Bobby Farrelly;June 17 1958 ;Cumberland, Rhode Island, USA ;/name/nm0125803/?ref_=tt_ov_dr;
nm0268380;Peter Farrelly;December 17 1956 ;Phoenixville, Pennsylvania, USA ;/name/nm0268380/?ref_=tt_ov_dr;
nm3653190;Michael Patrick O'Brien;;;/name/nm3653190/?ref_=tt_ov_dr;
nm0905592;Jeff Wadlow;March 2 1976 ;USA ;/name/nm0905592/?ref_=tt_ov_dr;
nm0179880;Nick Corirossi;January 9 1987 ;;/name/nm0179880/?ref_=tt_ov_dr;
nm3156345;Charles Ingram;;;/name/nm3156345/?ref_=tt_ov_dr;
